order	family	Genus	species	mass(g)	gestation(mo)	newborn(g)	weaning(mo)	wean mass(g)	AFR(mo)	max. life(mo)	litter size	litters/year	refs
Cetacea	Delphinidae	Stenella	attenuata	68700.00	11.40	-999.00	17.95	-999.00	93.73	552	1.00	0.35	"1,2,11,16,23,26"
Cetacea	Delphinidae	Steno	bredanensis	122500.00	-999.00	-999.00	-999.00	-999.00	120.00	384	-999.00	-999.00	2
Cetacea	Delphinidae	Tursiops	truncatus	173333.33	12.12	18920.00	18.94	-999.00	97.41	588	1.00	0.50	"1,2,23,26,29"
Cetacea	Eschrichtiidae	Eschrichtius	robustus	25066666.67	12.36	529666.67	6.10	-999.00	79.28	840	1.00	0.50	"1,2,23,26,29"
Cetacea	Monodontidae	Delphinapterus	leucas	665000.00	13.44	71400.00	22.60	-999.00	56.21	360	1.02	0.33	"1,2,23,26"
Cetacea	Monodontidae	Monodon	monoceros	900000.00	14.83	80000.00	17.00	-999.00	72.00	600	1.00	0.33	"1,2,26"
Cetacea	Neobalaenidae	Caperea	marginata	3200000.00	10.00	-999.00	5.50	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Cetacea	Phocoenidae	Neophocaena	phocaenoides	32500.00	10.50	7066.67	10.50	24500.00	68.67	276	1.00	0.50	"1,2,23"
Cetacea	Phocoenidae	Phocoena	sinus	45000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Cetacea	Phocoenidae	Phocoena	phocoena	53183.33	9.66	6775.00	8.50	-999.00	34.71	156	1.00	-999.00	"1,2,11,23,26,29"
Cetacea	Phocoenidae	Phocoenoides	dalli	101666.67	9.98	-999.00	11.43	-999.00	65.62	264	1.00	0.71	"1,2,11,23,26"
Cetacea	Physeteridae	Kogia	simus	190233.33	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2,11"
Cetacea	Physeteridae	Kogia	breviceps	363000.00	11.00	82000.00	-999.00	-999.00	-999.00	-999	1.00	1.00	"1,2"
Cetacea	Physeteridae	Physeter	catodon	15400000.00	15.80	942666.67	18.40	-999.00	103.36	924	1.00	0.17	"1,2,23,26,29"
Cetacea	Platanistidae	Inia	geoffrensis	96500.00	9.83	6800.00	-999.00	-999.00	-999.00	360	1.00	-999.00	"1,2"
Cetacea	Platanistidae	Lipotes	vexillifer	83500.00	10.50	-999.00	-999.00	-999.00	96.00	288	1.00	0.50	"1,2"
Cetacea	Platanistidae	Platanista	minor	-999.00	10.25	7000.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	1
Cetacea	Platanistidae	Platanista	gangetica	21000.00	10.00	-999.00	12.00	-999.00	80.95	240	1.00	-999.00	"2,13,16,23"
Cetacea	Platanistidae	Pontoporia	blainvillei	40333.33	10.92	7900.00	10.50	-999.00	28.03	192	1.00	0.50	"1,2,23"
Cetacea	Ziphiidae	Berardius	arnuxii	-999.00	10.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	1
Cetacea	Ziphiidae	Berardius	bairdii	8200000.00	14.67	-999.00	-999.00	-999.00	124.29	1008	-999.00	-999.00	"1,2,23,26"
Cetacea	Ziphiidae	Hyperoodon	ampullatus	5266666.67	12.00	-999.00	12.00	-999.00	117.38	444	1.00	0.75	"1,2,16,23,26"
Cetacea	Ziphiidae	Mesoplodon	carlhubbsi	1500000.00	12.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	"1,2"
Cetacea	Ziphiidae	Mesoplodon	densirostris	1050000.00	-999.00	-999.00	-999.00	-999.00	108.00	324	-999.00	-999.00	"1,2,16"
Cetacea	Ziphiidae	Mesoplodon	bidens	3400000.00	12.00	-999.00	12.00	-999.00	-999.00	-999	1.00	-999.00	"1,16"
Cetacea	Ziphiidae	Ziphius	cavirostris	2952500.00	12.00	-999.00	-999.00	-999.00	-999.00	432	1.00	-999.00	"1,2"
Dermoptera	Cynocephalidae	Cynocephalus	variegatus	1000.00	2.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	1
Dermoptera	Cynocephalidae	Cynocephalus	volans	-999.00	3.50	35.90	6.34	-999.00	-999.00	210	1.00	-999.00	"1,2"
Hyracoidea	Procaviidae	Dendrohyrax	arboreus	2950.00	7.59	-999.00	5.00	-999.00	-999.00	147	1.35	-999.00	"1,2,18,25"
Hyracoidea	Procaviidae	Dendrohyrax	dorsalis	3116.67	7.00	236.00	-999.00	-999.00	13.33	-999	1.50	-999.00	"1,11,23"
Hyracoidea	Procaviidae	Heterohyrax	brucei	2456.67	7.57	225.00	3.00	-999.00	16.00	-999	1.94	-999.00	"1,16,25"
Hyracoidea	Procaviidae	Procavia	capensis	3600.00	7.44	232.18	2.81	500.00	22.18	132	2.38	-999.00	"1,2,11,23,29"
Insectivora	Chrysochloridae	Amblysomus	hottentotus	64.80	-999.00	4.50	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,12"
Insectivora	Chrysochloridae	Chrysochloris	stuhlmanni	39.80	-999.00	-999.00	2.50	-999.00	-999.00	-999	-999.00	-999.00	"1,16"
Insectivora	Chrysochloridae	Chrysochloris	asiatica	42.00	-999.00	-999.00	2.50	-999.00	-999.00	-999	2.75	-999.00	"12,13"
Insectivora	Chrysochloridae	Chrysospalax	villosus	104.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	12
Insectivora	Chrysochloridae	Eremitalpa	granti	23.20	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	12
Insectivora	Erinaceidae	Atelerix	algirus	745.00	1.30	-999.00	1.33	-999.00	-999.00	-999	5.00	-999.00	12
Insectivora	Erinaceidae	Atelerix	albiventris	334.00	1.24	7.92	1.45	-999.00	2.77	-999	3.81	1.00	"1,12"
Insectivora	Erinaceidae	Atelerix	frontalis	309.00	1.22	10.49	1.17	-999.00	12.00	-999	5.40	1.50	"1,12"
Insectivora	Erinaceidae	Echinosorex	gymnura	956.50	1.25	14.50	-999.00	-999.00	-999.00	55	1.80	2.00	"1,2,12,29"
Insectivora	Erinaceidae	Erinaceus	concolor	719.00	-999.00	22.00	-999.00	-999.00	7.00	49	4.50	-999.00	"1,12"
Insectivora	Erinaceidae	Erinaceus	europaeus	771.00	1.20	15.70	1.37	203.00	10.80	96	4.64	1.58	"1,2,8,13,29"
Insectivora	Erinaceidae	Hemiechinus	micropus	171.00	1.24	8.50	2.00	-999.00	10.00	-999	3.13	1.00	"1,2,12,13,29"
Insectivora	Erinaceidae	Hemiechinus	hypomelas	292.00	-999.00	-999.00	2.00	-999.00	-999.00	86	3.20	1.00	"1,2,13,16"
Insectivora	Erinaceidae	Hemiechinus	aethiopicus	358.00	-999.00	8.50	1.64	-999.00	-999.00	-999	3.75	1.00	"1,2,12"
Insectivora	Erinaceidae	Hemiechinus	auritus	342.00	1.26	10.14	1.17	-999.00	7.00	-999	4.05	1.00	"1,2,12"
Insectivora	Erinaceidae	Hylomys	suillus	64.00	1.08	-999.00	-999.00	-999.00	-999.00	-999	2.43	2.00	"1,12"
Insectivora	Solenodontidae	Solenodon	cubanus	1000.00	-999.00	-999.00	-999.00	-999.00	-999.00	78	1.50	-999.00	"1,2"
Insectivora	Solenodontidae	Solenodon	paradoxus	900.00	2.80	53.75	2.50	-999.00	-999.00	136	1.86	2.00	"1,2,12,29"
Insectivora	Soricidae	Blarina	carolinensis	9.25	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	26
Insectivora	Soricidae	Blarina	hylophaga	14.50	0.75	-999.00	1.00	14.50	-999.00	24	6.50	1.50	26
Insectivora	Soricidae	Blarina	brevicauda	21.63	0.66	0.97	0.72	-999.00	2.21	33	5.73	3.00	"1,2,12,13,23,26,29"
Insectivora	Soricidae	Crocidura	fuliginosa	12.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	"1,12"
Insectivora	Soricidae	Crocidura	turba	15.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,18"
Insectivora	Soricidae	Crocidura	canariensis	7.50	1.00	0.80	-999.00	-999.00	-999.00	-999	2.10	-999.00	12
Insectivora	Soricidae	Crocidura	fuscomurina	5.00	-999.00	0.82	0.57	3.20	-999.00	-999	2.80	-999.00	"1,12,29"
Insectivora	Soricidae	Crocidura	planiceps	2.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	"1,16"
Insectivora	Soricidae	Crocidura	crossei	7.20	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	"1,16"
Insectivora	Soricidae	Crocidura	mariquensis	9.70	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.50	-999.00	12
Insectivora	Soricidae	Crocidura	viaria	17.10	-999.00	1.40	0.67	13.70	-999.00	-999	3.50	-999.00	"1,12"
Insectivora	Soricidae	Crocidura	flavescens	22.00	0.84	2.26	-999.00	20.70	-999.00	-999	3.50	-999.00	"1,16"
Insectivora	Soricidae	Crocidura	leucodon	9.91	0.99	0.88	0.70	-999.00	4.98	36	4.72	-999.00	"1,12,13,23,29"
Insectivora	Soricidae	Crocidura	hirta	13.67	0.60	1.00	0.59	10.00	-999.00	-999	3.45	2.00	"1,12,25,29"
Insectivora	Soricidae	Crocidura	russula	11.63	0.97	0.88	0.84	7.70	4.34	38	4.88	3.50	"1,12,13,29"
Insectivora	Soricidae	Crocidura	suaveolens	7.70	0.93	0.63	0.83	4.00	5.75	48	5.61	3.50	"1,12,13,29"
Insectivora	Soricidae	Cryptotis	parva	6.20	0.67	0.34	0.69	3.85	1.63	31	5.13	-999.00	"1,2,7,11,12,23,26,29"
Insectivora	Soricidae	Diplomesodon	pulchellum	10.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	5.00	-999.00	"1,2"
Insectivora	Soricidae	Myosorex	varius	11.00	-999.00	1.00	0.70	-999.00	-999.00	16	2.95	-999.00	"1,12"
Insectivora	Soricidae	Myosorex	cafer	13.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	-999.00	12
Insectivora	Soricidae	Myosorex	geata	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	1
Insectivora	Soricidae	Neomys	anomalus	16.00	0.75	0.58	0.97	-999.00	5.25	24	5.53	-999.00	"1,12,13"
Insectivora	Soricidae	Neomys	fodiens	14.32	0.73	0.78	1.20	10.00	5.25	37	5.51	1.80	"1,2,12,13,29"
Insectivora	Soricidae	Notiosorex	crawfordi	4.15	-999.00	0.41	1.42	3.60	-999.00	-999	3.83	2.00	"1,2,11,12,13,14,26"
Insectivora	Soricidae	Sorex	mirabilis	-999.00	-999.00	-999.00	-999.00	-999.00	11.00	-999	-999.00	-999.00	1
Insectivora	Soricidae	Sorex	dispar	4.90	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.50	-999.00	26
Insectivora	Soricidae	Sorex	pacificus	6.71	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.24	-999.00	"6,11"
Insectivora	Soricidae	Sorex	bairdii	8.34	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.80	-999.00	6
Insectivora	Soricidae	Sorex	bendirii	15.88	-999.00	-999.00	-999.00	-999.00	-999.00	-999	5.00	-999.00	"6,11"
Insectivora	Soricidae	Sorex	coronatus	9.60	0.77	0.58	1.00	8.60	-999.00	20	5.05	-999.00	"1,12"
Insectivora	Soricidae	Sorex	merriami	4.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	6.00	-999.00	6
Insectivora	Soricidae	Sorex	cinereus	4.26	0.64	0.28	0.75	3.50	5.05	21	6.22	-999.00	"1,12,13,23,26,29"
Insectivora	Soricidae	Sorex	arcticus	8.20	-999.00	-999.00	-999.00	-999.00	12.00	18	6.57	-999.00	"11,13,26"
Insectivora	Soricidae	Sorex	ornatus	5.57	0.70	0.50	-999.00	-999.00	12.00	18	5.00	1.00	"1,11,26"
Insectivora	Soricidae	Sorex	hoyi	4.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999	5.28	1.00	"12,26,29"
Insectivora	Soricidae	Sorex	monticolus	6.00	-999.00	-999.00	0.70	-999.00	12.00	18	5.68	1.33	"1,6,11,12,26"
Insectivora	Soricidae	Sorex	trowbridgii	4.44	-999.00	-999.00	-999.00	-999.00	-999.00	18	4.40	1.50	"6,13,26"
Insectivora	Soricidae	Sorex	minutus	7.25	0.77	0.25	0.84	-999.00	9.92	24	5.77	1.50	"1,12,13,23,29"
Insectivora	Soricidae	Sorex	haydeni	3.00	0.68	-999.00	0.84	-999.00	-999.00	-999	7.00	1.50	"1,26"
Insectivora	Soricidae	Sorex	araneus	8.98	0.69	0.47	0.85	8.50	10.71	24	6.03	1.90	"1,12,13,23,29"
Insectivora	Soricidae	Sorex	longirostris	3.68	-999.00	-999.00	0.88	-999.00	-999.00	14	5.75	2.00	"1,11,26"
Insectivora	Soricidae	Sorex	nanus	2.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999	6.50	2.00	"1,11"
Insectivora	Soricidae	Sorex	fumeus	8.20	0.55	-999.00	-999.00	4.00	10.00	17	5.00	2.50	"1,11,13,26"
Insectivora	Soricidae	Sorex	vagrans	5.58	0.67	0.42	0.70	5.50	-999.00	18	5.25	2.50	"1,6,12,13,26,29"
Insectivora	Soricidae	Sorex	palustris	12.47	0.75	-999.00	-999.00	-999.00	3.00	18	5.70	2.50	"6,11,13,26"
Insectivora	Soricidae	Suncus	murinus	45.87	1.05	2.60	0.65	19.08	1.54	30	2.96	-999.00	"1,2,7,12,13,23,29"
Insectivora	Soricidae	Suncus	varilla	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.30	-999.00	1
Insectivora	Soricidae	Suncus	etruscus	2.10	0.93	0.21	0.66	2.09	7.50	32	3.91	-999.00	"1,12,13,29"
Insectivora	Soricidae	Surdisorex	norae	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	1
Insectivora	Soricidae	Surdisorex	polulus	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	1
Insectivora	Soricidae	Sylvisorex	granti	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	1
Insectivora	Talpidae	Condylura	cristata	55.33	-999.00	-999.00	0.79	30.00	10.00	-999	4.42	1.00	"1,11,12,13,26"
Insectivora	Talpidae	Desmana	moschata	383.00	1.54	-999.00	1.17	-999.00	1.30	-999	3.86	2.00	"1,2,12"
Insectivora	Talpidae	Galemys	pyrenaicus	61.30	1.00	-999.00	-999.00	-999.00	24.00	48	3.75	2.00	"1,2,12,13"
Insectivora	Talpidae	Neurotrichus	gibbsii	10.00	-999.00	0.67	-999.00	-999.00	-999.00	-999	2.63	-999.00	"2,6,12"
Insectivora	Talpidae	Parascalops	breweri	50.18	1.21	10.10	0.98	34.77	10.50	60	4.38	1.00	"1,11,12,13,26,29"
Insectivora	Talpidae	Scalopus	aquaticus	74.60	1.35	5.36	1.17	-999.00	10.27	36	3.61	1.00	"1,2,12,13,26,29"
Insectivora	Talpidae	Scapanus	townsendii	118.80	1.17	5.00	1.00	65.00	10.00	-999	2.86	1.00	"1,6,11,13,29"
Insectivora	Talpidae	Scapanus	orarius	76.90	1.00	-999.00	1.00	-999.00	10.00	-999	3.25	1.00	"1,6,11,13,23,26"
Insectivora	Talpidae	Scapanus	latimanus	52.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.58	1.00	"1,11,12,26"
Insectivora	Talpidae	Talpa	altaica	85.00	-999.00	3.50	1.03	-999.00	-999.00	-999	4.35	0.82	"1,8"
Insectivora	Talpidae	Talpa	europaea	133.30	1.06	3.38	1.25	44.20	10.41	72	4.09	1.15	"1,2,12,13,23"
Insectivora	Talpidae	Urotrichus	talpoides	19.50	-999.00	-999.00	1.00	-999.00	12.00	-999	3.53	1.50	"1,12"
Insectivora	Tenrecidae	Echinops	telfairi	180.00	1.90	7.74	0.94	50.00	8.32	156	5.01	1.00	"1,2,6,7,12,13,23,29"
Insectivora	Tenrecidae	Geogale	aurita	6.70	2.06	0.70	1.21	-999.00	-999.00	25	3.90	2.00	"2,12"
Insectivora	Tenrecidae	Hemicentetes	semispinosus	149.60	1.79	8.18	0.67	-999.00	1.44	32	5.02	2.00	"1,2,12,13,23,29"
Insectivora	Tenrecidae	Limnogale	mergulus	79.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999	3.00	1.00	12
Insectivora	Tenrecidae	Microgale	dobsoni	37.80	2.06	3.95	0.94	-999.00	22.00	67	1.99	-999.00	"1,2,12,29"
Insectivora	Tenrecidae	Microgale	talazaci	48.10	2.03	3.65	0.97	-999.00	21.50	70	2.25	-999.00	"1,2,12,29"
Insectivora	Tenrecidae	Micropotamogale	lamottei	69.60	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	12
Insectivora	Tenrecidae	Potamogale	velox	761.70	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.63	2.00	"1,2,12"
Insectivora	Tenrecidae	Setifer	setosus	259.45	1.89	24.85	0.75	-999.00	6.48	127	3.04	1.00	"1,2,12,23,29"
Insectivora	Tenrecidae	Tenrec	ecaudatus	884.00	2.01	21.38	1.11	225.00	6.33	76	13.89	1.50	"1,2,12,13,23,29"
Lagomorpha	Leporidae	Brachylagus	idahoensis	421.33	0.89	-999.00	-999.00	-999.00	8.42	-999	6.00	2.50	"1,2,11,28"
Lagomorpha	Leporidae	Bunolagus	monticularis	1250.00	-999.00	45.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Lagomorpha	Leporidae	Caprolagus	hispidus	2500.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.50	"1,2"
Lagomorpha	Leporidae	Lepus	nigricollis	2099.50	1.30	-999.00	-999.00	-999.00	5.92	-999	1.42	-999.00	"1,16,23,27,28"
Lagomorpha	Leporidae	Lepus	callotis	1820.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.20	-999.00	11
Lagomorpha	Leporidae	Lepus	insularis	-999.00	1.40	-999.00	-999.00	-999.00	-999.00	-999	3.50	-999.00	13
Lagomorpha	Leporidae	Lepus	tolai	2110.00	1.53	110.00	-999.00	-999.00	12.20	-999	3.80	-999.00	28
Lagomorpha	Leporidae	Lepus	othus	4506.33	1.53	102.50	1.83	2042.00	12.20	-999	6.30	1.00	"11,28"
Lagomorpha	Leporidae	Lepus	arcticus	3766.00	1.72	105.00	2.13	-999.00	11.56	-999	5.03	1.80	"2,11,23,28"
Lagomorpha	Leporidae	Lepus	timidus	3030.43	1.65	107.93	0.76	491.99	8.73	216	3.96	2.07	"1,2,7,11,28,29"
Lagomorpha	Leporidae	Lepus	americanus	1489.25	1.22	61.03	0.66	362.00	10.12	-999	3.28	2.60	"1,2,6,7,23,29"
Lagomorpha	Leporidae	Lepus	townsendii	3035.50	1.29	94.32	0.88	737.00	10.95	96	4.32	2.76	"1,6,11,13,28"
Lagomorpha	Leporidae	Lepus	capensis	2358.00	1.42	118.40	1.08	943.33	7.48	-999	2.58	3.28	"1,16,23"
Lagomorpha	Leporidae	Lepus	alleni	3759.67	1.50	118.10	1.75	3000.00	24.00	-999	2.21	3.50	"1,11,14,28"
Lagomorpha	Leporidae	Lepus	californicus	2317.00	1.43	84.34	1.34	1300.00	8.00	81	2.93	3.73	"1,2,7,14,23,28,29"
Lagomorpha	Leporidae	Lepus	europaeus	3673.33	1.42	119.67	0.94	390.00	7.77	89	2.82	3.75	"2,7,8,13,28,29"
Lagomorpha	Leporidae	Lepus	saxatilis	2686.00	1.38	98.00	-999.00	-999.00	-999.00	-999	1.58	3.90	"1,16"
Lagomorpha	Leporidae	Oryctolagus	cuniculus	1558.25	1.02	39.61	0.85	214.00	5.13	120	5.54	4.33	"1,2,8,13,23,28,29"
Lagomorpha	Leporidae	Poelagus	marjorita	2500.00	1.25	-999.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	"1,2"
Lagomorpha	Leporidae	Pronolagus	randensis	2470.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.10	-999.00	"2,16"
Lagomorpha	Leporidae	Pronolagus	crassicaudatus	1945.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	"2,16"
Lagomorpha	Leporidae	Pronolagus	rupestris	1700.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"1,16"
Lagomorpha	Leporidae	Romerolagus	diazi	494.50	1.27	30.62	0.86	102.60	6.33	-999	2.18	-999.00	"1,2,28"
Lagomorpha	Leporidae	Sylvilagus	brasiliensis	950.00	1.19	-999.00	0.88	-999.00	4.17	-999	3.20	4.50	"1,2,3,16"
Lagomorpha	Leporidae 	Sylvilagus	palustris	1233.00	1.11	-999.00	-999.00	-999.00	7.21	-999	2.34	-999.00	"1,2,11,16,27,28"
Lagomorpha	Leporidae 	Sylvilagus	transitionalis	902.60	0.93	30.00	0.53	-999.00	3.96	-999	4.75	2.50	"1,11,27,28"
Lagomorpha	Leporidae 	Sylvilagus	aquaticus	2120.67	1.26	57.67	0.47	160.00	6.53	-999	3.14	3.23	"1,7,11,28,29"
Lagomorpha	Leporidae 	Sylvilagus	bachmani	707.67	0.90	28.17	0.63	-999.00	5.07	-999	3.64	3.25	"1,2,11,27,28"
Lagomorpha	Leporidae 	Sylvilagus	nuttallii	759.96	0.97	-999.00	1.13	-999.00	3.97	-999	3.63	3.50	"1,6,11,28"
Lagomorpha	Leporidae 	Sylvilagus	floridanus	1269.00	0.90	34.33	0.80	118.50	4.06	108	5.13	3.89	"1,2,3,7,8,11,23,28"
Lagomorpha	Leporidae 	Sylvilagus	audubonii	909.38	0.94	34.50	0.92	-999.00	5.39	-999	2.97	5.00	"1,11,23,27,28"
Lagomorpha	Ochotonidae	Ochotona	macrotis	167.00	-999.00	-999.00	-999.00	-999.00	12.00	-999	3.52	-999.00	"1,16"
Lagomorpha	Ochotonidae	Ochotona	curzoniae	-999.00	0.75	11.20	-999.00	-999.00	-999.00	-999	3.93	-999.00	1
Lagomorpha	Ochotonidae	Ochotona	collaris	129.00	1.00	-999.00	-999.00	-999.00	12.00	72	4.00	1.50	"1,13,18,26"
Lagomorpha	Ochotonidae	Ochotona	roylei	115.00	-999.00	7.00	0.70	-999.00	0.74	-999	3.00	1.75	"1,2,16"
Lagomorpha	Ochotonidae	Ochotona	dauurica	128.00	-999.00	-999.00	-999.00	-999.00	0.70	-999	6.50	2.00	"1,2,16"
Lagomorpha	Ochotonidae	Ochotona	alpina	-999.00	1.00	7.87	0.70	-999.00	0.92	-999	3.78	2.11	1
Lagomorpha	Ochotonidae	Ochotona	princeps	140.20	1.00	10.67	0.91	81.12	11.42	84	2.90	2.17	"1,2,7,8,23,28"
Lagomorpha	Ochotonidae	Ochotona	rutila	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.50	1
Lagomorpha	Ochotonidae	Ochotona	pallasi	-999.00	0.83	7.00	0.70	-999.00	0.92	-999	5.60	2.67	"1,2"
Lagomorpha	Ochotonidae	Ochotona	pusilla	-999.00	0.74	7.00	0.72	-999.00	1.02	-999	8.41	2.78	"1,2"
Lagomorpha	Ochotonidae	Ochotona	rufescens	250.00	0.86	11.40	0.65	72.30	1.71	-999	5.75	3.33	"1,2,7,23"
Macroscelidea	Macroscelididae	Elephantulus	rupestris	60.00	1.87	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	"1,16"
Macroscelidea	Macroscelididae	Elephantulus	fuscus	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	1
Macroscelidea	Macroscelididae	Elephantulus	intufi	51.95	1.70	10.00	1.25	-999.00	11.00	105	1.60	-999.00	"1,2,16"
Macroscelidea	Macroscelididae	Elephantulus	myurus	51.94	1.80	8.10	1.00	-999.00	2.26	-999	1.91	-999.00	"1,2,13,16,23,25"
Macroscelidea	Macroscelididae	Elephantulus	rozeti	48.00	2.50	-999.00	-999.00	-999.00	-999.00	36	2.50	2.00	"2,13,16"
Macroscelidea	Macroscelididae	Elephantulus	rufescens	58.00	1.93	10.73	0.77	28.99	2.40	72	1.42	5.25	"1,2,11,13,29"
Macroscelidea	Macroscelididae	Elephantulus	brachyrhynchus	44.33	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.75	5.50	"1,2,16,29"
Macroscelidea	Macroscelididae	Macroscelides	proboscideus	40.00	2.14	7.00	0.62	-999.00	1.45	-999	1.60	-999.00	"1,2,13,29"
Macroscelidea	Macroscelididae	Petrodromus	tetradactylus	220.00	-999.00	31.00	-999.00	-999.00	-999.00	-999	1.17	-999.00	"1,2,29"
Macroscelidea	Macroscelididae	Rhynchocyon	chrysopygus	540.00	1.40	80.00	0.49	180.00	1.25	60	1.00	4.50	"1,2,13,29"
Perissodactyla	Equidae	Equus	asinus	250000.00	11.97	29166.67	-999.00	-999.00	22.80	564	1.00	-999.00	"1,2,17,29"
Perissodactyla	Equidae	Equus	kiang	275000.00	9.83	-999.00	-999.00	-999.00	-999.00	319	-999.00	0.50	"1,2"
Perissodactyla	Equidae	Equus	grevyi	384000.00	13.32	40000.00	9.17	-999.00	48.00	345	1.00	0.50	"1,2,11"
Perissodactyla	Equidae	Equus	zebra	296000.00	12.02	30000.00	10.00	-999.00	40.33	354	1.00	0.60	"1,2,11,17,23"
Perissodactyla	Equidae	Equus	burchellii	257000.00	12.16	32292.00	10.76	174500.00	25.73	480	1.00	0.64	"1,2,8,23,29"
Perissodactyla	Equidae	Equus	hemionus	230000.00	11.44	-999.00	12.50	-999.00	27.75	274	1.00	0.67	"1,2,17,29"
Perissodactyla	Rhinocerotidae	Ceratotherium	simum	2233333.33	15.87	51166.67	12.00	-999.00	66.57	600	1.00	0.42	"1,2,11,23"
Perissodactyla	Rhinocerotidae	Dicerorhinus	sumatrensis	1266666.67	7.75	23000.00	16.50	-999.00	90.00	392	1.00	0.29	"1,2,11,17"
Perissodactyla	Rhinocerotidae	Diceros	bicornis	927766.67	16.12	34166.67	19.92	-999.00	59.51	550	1.00	0.39	"1,2,11,17,23,29"
Perissodactyla	Rhinocerotidae	Rhinoceros	unicornis	1602333.33	16.44	58204.55	15.00	885812.33	72.85	564	1.00	0.30	"1,2,11"
Perissodactyla	Rhinocerotidae	Rhinoceros	sondaicus	1750000.00	16.50	-999.00	18.00	-999.00	42.00	252	1.00	0.32	"2,17"
Perissodactyla	Tapiridae	Tapirus	pinchaque	148950.00	13.09	4270.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,18"
Perissodactyla	Tapiridae	Tapirus	terrestris	200000.00	13.18	5417.50	9.50	86260.00	23.00	420	1.00	-999.00	"1,2,11,17,29"
Perissodactyla	Tapiridae	Tapirus	indicus	296250.00	12.76	7100.00	6.37	-999.00	46.00	-999	1.00	0.50	"1,2,16,29"
Perissodactyla	Tapiridae	Tapirus	bairdii	300000.00	13.17	9400.00	-999.00	-999.00	-999.00	-999	1.00	0.71	"3,16,17,29"
Pholidota	Manidae	Manis	gigantea	33000.00	-999.00	500.00	-999.00	6000.00	-999.00	-999	-999.00	-999.00	"1,18"
Pholidota	Manidae	Manis	javanica	5150.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,16"
Pholidota	Manidae	Manis	pentadactyla	2350.00	-999.00	92.50	2.87	-999.00	-999.00	-999	1.00	-999.00	"1,11"
Pholidota	Manidae	Manis	tricuspis	1480.00	4.00	120.00	4.83	675.00	24.00	-999	1.00	-999.00	"1,16,29"
Pholidota	Manidae	Manis	crassicaudata	3900.00	2.25	331.75	-999.00	-999.00	-999.00	240	1.00	-999.00	"1,2,11"
