MSW05_Order	MSW05_Family	MSW05_Genus	MSW05_Species	MSW05_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterbirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MidRangeLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MidRangeLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Rodentia	Heteromyidae	Chaetodipus	formosus	Chaetodipus formosus	-999.00	20.02	-999.00	193.91	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	28.00	-999.00	-999.00	-999.00	-999.00	5.28	1.00	60.00	1.00	-999.00	-999.00	-999.00	377.57	-999.00	-999	-999.00	-999	21.00	8.00	-999.00	543;1215;1297;1514;2655	-999.00	-999.00	-999.00	-999.00	397044.69	41.69	26.75	34.22	-111.08	-120.60	-115.84	0	20.16	0.00	0.13	17.81	117.14	258.62	1043.37
Rodentia	Heteromyidae	Chaetodipus	goldmani	Chaetodipus goldmani	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	59093.22	30.84	25.25	28.04	-108.08	-110.63	-109.35	1	24.08	1.00	0.17	25.66	205.20	588.25	1331.91
Rodentia	Heteromyidae	Chaetodipus	hispidus	Chaetodipus hispidus	-999.00	37.24	-999.00	104.51	-999.00	-999.00	48.41	37.40	1.00	-999.00	-999.00	2.00	-999.00	-999.00	-999.00	5.34	2.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999	1.00	1	30.18	-999.00	-999.00	1297;1514;1822;1849;2234;2655	-999.00	-999.00	-999.00	-999.00	2344025.56	46.76	19.63	33.20	-93.12	-111.55	-102.34	0	23.87	0.00	0.07	44.13	149.22	617.57	1061.62
Rodentia	Heteromyidae	Chaetodipus	intermedius	Chaetodipus intermedius	-999.00	14.94	-999.00	-999.00	-999.00	-999.00	15.62	14.60	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	5.53	-999.00	-999.00	-999.00	-999.00	425.17	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	730;1297;1514;1822;2411;2655	-999.00	-999.00	-999.00	-999.00	511920.17	37.45	26.99	32.22	-102.99	-114.94	-108.97	0	13.51	0.00	0.16	24.36	160.66	364.00	1166.00
Rodentia	Heteromyidae	Chaetodipus	lineatus	Chaetodipus lineatus	1.00	23.00	-999.00	73.58	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	2.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	1	-999.00	-999.00	-999.00	322;2655	-999.00	-999.00	-999.00	-999.00	18026.29	23.70	21.81	22.75	-100.42	-101.80	-101.11	9	36.07	9.00	0.07	30.66	144.54	575.69	1168.48
Rodentia	Heteromyidae	Chaetodipus	nelsoni	Chaetodipus nelsoni	1.00	15.53	-999.00	79.83	-999.00	-999.00	-999.00	-999.00	3.00	-999.00	30.63	2.00	2.835545e-03	3.045448e-03	-999.00	3.46	-999.00	-999.00	-999.00	-999.00	473.46	-999.00	-999.00	-999.00	-999	1.00	2	-999.00	-999.00	-999.00	327;1297;1514;2473;2655	-999.00	-999.00	-999.00	-999.00	566702.48	32.46	21.08	26.77	-99.17	-106.12	-102.64	0	20.53	0.00	0.08	31.52	173.55	516.01	1155.75
Rodentia	Heteromyidae	Chaetodipus	penicillatus	Chaetodipus penicillatus	-999.00	15.57	-999.00	77.36	14.00	-999.00	22.40	16.00	-999.00	-999.00	26.00	-999.00	5.027576e-03	6.412041e-03	-999.00	3.40	-999.00	-999.00	-999.00	-999.00	172.99	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	377;730;884;1297;1514;1822;2415;2473;2655;2888;2978	-999.00	-999.00	-999.00	-999.00	407770.30	37.45	26.73	32.09	-108.40	-118.07	-113.23	0	22.26	0.00	0.17	20.78	171.96	333.65	1167.54
Rodentia	Heteromyidae	Chaetodipus	pernix	Chaetodipus pernix	-999.00	17.00	-999.00	71.87	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	1	-999.00	-999.00	-999.00	316;2655	-999.00	-999.00	-999.00	-999.00	99496.23	29.22	21.93	25.58	-104.89	-110.63	-107.76	1	31.79	3.00	0.09	38.96	212.41	733.83	1378.69
Rodentia	Heteromyidae	Chaetodipus	rudinoris	Chaetodipus rudinoris	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	100302.54	33.45	23.28	28.37	-109.84	-116.62	-113.23	0	12.23	1.00	0.12	12.01	179.57	216.94	1124.99
Rodentia	Heteromyidae	Chaetodipus	spinatus	Chaetodipus spinatus	-999.00	16.34	-999.00	83.66	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	3.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297;1723;2655	-999.00	-999.00	-999.00	-999.00	126559.57	35.34	22.86	29.10	-109.39	-116.76	-113.07	0	13.18	1.00	0.12	12.35	177.58	215.47	1139.44
Rodentia	Cricetidae	Cricetulus	barabensis	Cricetulus barabensis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	6.06	-999.00	-999.00	2.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	20.00	14.00	-999.00	1297	-999.00	-999.00	-999.00	-999.00	3474277.84	55.70	29.92	42.81	134.24	75.34	104.79	0	129.33	1.00	0.03	34.34	11.91	433.81	587.45
Rodentia	Cricetidae	Cricetulus	kamensis	Cricetulus kamensis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	2957.22	39.82	39.19	39.50	101.59	100.96	101.27	0	11.54	0.00	0.03	10.16	41.12	124.06	566.02
Rodentia	Cricetidae	Cricetulus	longicaudatus	Cricetulus longicaudatus	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	5.71	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297	-999.00	-999.00	-999.00	-999.00	2110470.47	56.09	31.33	43.71	115.21	96.17	105.69	0	61.13	0.00	0.06	31.22	6.60	378.76	636.29
Rodentia	Cricetidae	Cricetulus	migratorius	Cricetulus migratorius	-999.00	30.59	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	12.00	-999.00	-999.00	-999.00	-999.00	5.20	2.00	-999.00	-999.00	-999.00	221.44	-999.00	-999.00	-999.00	-999	-999.00	-999	24.50	-999.00	-999.00	730;1297;2655	-999.00	-999.00	-999.00	-999.00	10345012.78	56.96	28.07	42.51	111.43	25.08	68.25	0	33.66	0.00	0.05	24.91	63.96	279.95	726.56
Rodentia	Cricetidae	Cricetulus	sokolovi	Cricetulus sokolovi	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	450811.92	47.18	40.76	43.97	118.61	103.46	111.04	0	5.46	1.00	0.04	23.56	14.25	277.56	558.34
Rodentia	Cricetidae	Cricetus	cricetus	Cricetus cricetus	-999.00	428.95	-999.00	-999.00	-999.00	91.25	231.68	362.00	-999.00	-999.00	19.50	-999.00	-999.00	-999.00	131.40	7.14	2.00	48.00	4.71	-999.00	-999.00	-999.00	86.48	-999.00	-999	-999.00	-999	24.85	87.47	-999.00	543;1297;1822;2655	-999.00	-999.00	-999.00	-999.00	6712427.93	61.52	41.69	51.60	95.38	2.53	48.95	0	45.61	1.00	4.13007509427069e-03	37.91	35.60	392.13	499.88
Soricomorpha	Soricidae	Crocidura	aleksandrisi	Crocidura aleksandrisi	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	9752.34	31.53	30.44	30.99	22.84	21.76	22.30	1	4.20	1.00	0.10	1.21	205.56	101.96	1146.73
Soricomorpha	Soricidae	Crocidura	allex	Crocidura allex	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	3.99	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297	-999.00	-999.00	-999.00	-999.00	14179.21	-0.15	-3.49	-1.82	37.61	35.26	36.44	7	87.36	7.00	0.21	66.32	180.98	923.70	1560.64
Soricomorpha	Soricidae	Crocidura	andamanensis	Crocidura andamanensis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	4526.74	13.57	11.47	12.52	93.09	92.52	92.81	41	50.24	41.00	0.21	215.00	268.00	-999.00	-999.00
Soricomorpha	Soricidae	Crocidura	ansellorum	Crocidura ansellorum	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	39928.17	-10.84	-12.65	-11.75	26.16	23.45	24.81	2	8.43	2.00	0.30	104.85	206.58	896.98	1434.71
Soricomorpha	Soricidae	Crocidura	arabica	Crocidura arabica	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	97952.06	26.38	12.59	19.48	59.83	43.82	51.83	0	33.85	0.00	0.26	5.22	235.22	158.23	1645.63
Soricomorpha	Soricidae	Crocidura	arispa	Crocidura arispa	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	74611.00	38.42	36.13	37.27	35.22	28.31	31.77	25	62.77	33.00	0.10	54.42	119.78	391.38	1111.57
Soricomorpha	Soricidae	Crocidura	armenica	Crocidura armenica	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	85332.27	41.63	38.97	40.30	47.50	42.70	45.10	23	85.28	29.00	0.02	39.05	68.89	516.17	802.05
Soricomorpha	Soricidae	Crocidura	attenuata	Crocidura attenuata	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	0.99	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297	-999.00	-999.00	-999.00	-999.00	3585977.83	29.64	-8.78	10.43	122.03	83.64	102.84	1	171.21	5.00	0.08	157.48	194.92	1112.36	1393.82
Soricomorpha	Soricidae	Crocidura	attila	Crocidura attila	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	320205.39	6.52	0.74	3.63	17.21	8.67	12.94	1	26.23	1.00	0.07	157.36	239.95	1306.77	1495.86
Soricomorpha	Soricidae	Crocidura	baileyi	Crocidura baileyi	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	72438.02	13.20	9.44	11.32	39.84	37.09	38.46	28	111.12	30.00	0.14	98.83	164.98	928.30	1504.60
Soricomorpha	Soricidae	Crocidura	baluensis	Crocidura baluensis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
Soricomorpha	Soricidae	Crocidura	batesi	Crocidura batesi	-999.00	16.49	-999.00	68.79	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1743;2399	-999.00	-999.00	-999.00	-999.00	37339.81	3.09	0.28	1.69	13.36	11.41	12.39	1	4.25	1.00	-3.27493514807811e-03	147.78	239.08	1338.91	1472.74
Soricomorpha	Soricidae	Crocidura	beatus	Crocidura beatus	-999.00	10.55	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	2655	-999.00	-999.00	-999.00	-999.00	106437.39	11.81	5.55	8.68	126.60	121.89	124.24	33	178.94	55.00	0.11	173.61	240.08	1565.18	1739.39
Soricomorpha	Soricidae	Crocidura	beccarii	Crocidura beccarii	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	2324.82	0.39	-0.09	0.15	100.44	99.95	100.20	69	122.66	69.00	0.06	222.33	220.66	1581.33	1581.33
Soricomorpha	Soricidae	Crocidura	bottegi	Crocidura bottegi	-999.00	3.49	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	2.99	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297;2655	-999.00	-999.00	-999.00	-999.00	1848307.67	9.80	2.58	6.19	39.84	-13.76	13.04	0	60.21	1.00	0.08	135.33	248.38	1235.25	1564.55
Soricomorpha	Soricidae	Crocidura	bottegoides	Crocidura bottegoides	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	10135.59	7.90	6.55	7.23	40.01	39.09	39.55	22	64.22	22.00	0.15	72.12	-15.89	986.13	1411.12
Soricomorpha	Soricidae	Crocidura	brunnea	Crocidura brunnea	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
Soricomorpha	Soricidae	Crocidura	buettikoferi	Crocidura buettikoferi	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	2.99	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297	-999.00	-999.00	-999.00	-999.00	601240.39	12.19	4.27	8.23	8.68	-15.55	-3.43	3	118.85	12.00	0.10	181.29	256.70	1230.20	1558.46
Soricomorpha	Soricidae	Crocidura	caliginea	Crocidura caliginea	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	9530.16	3.07	0.20	1.63	27.84	24.86	26.35	2	24.00	2.00	0.11	159.74	245.17	1520.35	1636.73
Soricomorpha	Soricidae	Crocidura	canariensis	Crocidura canariensis	-999.00	7.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	2655	-999.00	-999.00	-999.00	-999.00	2488.94	29.30	28.04	28.67	-13.41	-14.50	-13.96	15	37.72	15.00	0.06	-999.00	-999.00	-999.00	-999.00
Soricomorpha	Soricidae	Crocidura	caspica	Crocidura caspica	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
Soricomorpha	Soricidae	Crocidura	cinderella	Crocidura cinderella	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	358909.43	17.69	12.56	15.12	6.03	-17.53	-5.75	1	87.46	1.00	0.07	44.08	281.59	473.09	1508.46
Soricomorpha	Soricidae	Crocidura	congobelgica	Crocidura congobelgica	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	39431.51	2.23	-0.63	0.79	29.88	28.44	29.16	3	46.39	3.00	0.19	126.69	211.08	1494.51	1619.20
Soricomorpha	Soricidae	Crocidura	crenata	Crocidura crenata	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	192943.85	5.58	-0.07	2.75	15.50	8.56	12.03	0	30.92	1.00	0.04	170.65	239.09	1331.53	1486.49
Soricomorpha	Soricidae	Crocidura	crossei	Crocidura crossei	-999.00	8.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	3.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297;2655	-999.00	-999.00	-999.00	-999.00	638623.02	8.96	4.27	6.61	9.65	-13.00	-1.67	3	132.01	13.00	0.09	167.21	257.84	1286.54	1577.35
Soricomorpha	Soricidae	Crocidura	cyanea	Crocidura cyanea	2.00	8.58	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	4.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	3.59	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	2	-999.00	-999.00	-999.00	626;801;1297;2629;2655;3054	-999.00	-999.00	-999.00	-999.00	2795963.10	-12.50	-34.47	-23.48	34.78	11.73	23.26	0	16.38	0.00	0.10	39.50	189.40	544.29	1304.20
Soricomorpha	Soricidae	Crocidura	denti	Crocidura denti	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	293305.47	4.35	-1.44	1.45	17.09	10.59	13.84	0	8.30	1.00	0.02	146.74	242.20	1364.18	1483.14
Soricomorpha	Soricidae	Crocidura	desperata	Crocidura desperata	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	32266.19	-7.75	-10.03	-8.89	36.23	33.14	34.68	17	33.51	19.00	0.16	82.32	202.39	914.42	1421.19
Soricomorpha	Soricidae	Crocidura	dhofarensis	Crocidura dhofarensis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	3.52	17.05	17.03	17.04	54.17	54.15	54.16	8	8.00	8.00	0.14	7.00	211.00	174.00	1306.00
Soricomorpha	Soricidae	Crocidura	dolichura	Crocidura dolichura	-999.00	5.63	-999.00	71.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1743;2399;2655	-999.00	-999.00	-999.00	-999.00	2008582.62	7.98	-4.55	1.71	31.12	3.07	17.09	0	44.86	1.00	0.12	151.06	241.96	1418.63	1568.94
Soricomorpha	Soricidae	Crocidura	douceti	Crocidura douceti	-999.00	4.30	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	2655	-999.00	-999.00	-999.00	-999.00	300718.28	10.72	5.84	8.28	9.36	-10.97	-0.80	4	78.31	8.00	0.11	128.17	259.78	1122.92	1533.72
Soricomorpha	Soricidae	Crocidura	dsinezumi	Crocidura dsinezumi	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	4.29	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297	-999.00	-999.00	-999.00	-999.00	401721.50	45.52	21.90	33.71	145.82	120.04	132.93	56	348.51	73.00	0.01	134.61	97.59	743.50	799.35
Soricomorpha	Soricidae	Crocidura	eisentrauti	Crocidura eisentrauti	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.99	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	1297	-999.00	-999.00	-999.00	-999.00	1023.13	4.42	4.04	4.23	9.32	9.00	9.16	120	120.00	120.00	0.14	303.00	214.00	1279.00	1644.00
